sample,embryo,frame,parent,child1,child2,arm,old_eligible,old_reason,mutual_nn,divergence,symmetry,DeepCenter,old_selected,new_eligible,new_reason,old_selection_reason,frame_cap,global_cap,new_selected,classifier_score,held_out_model,context_complete,abstain,old_rank,new_rank,direct_filter_change,rank_change,selected_change,annotation,scope
44b6_12dfb391,44b6,26,11739,12207,12223,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9996548572597912,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,26,11739,12207,12223,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9996548572597912,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,38,17515,18025,17972,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9821439107609731,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,38,17515,18025,17972,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9821439107609731,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,40,18509,19033,19032,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9838695101582006,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,40,18509,19033,19032,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9838695101582006,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,42,19683,20217,20181,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9848245267597207,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,42,19683,20217,20181,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9848245267597207,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,51,24203,24725,24705,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.997956988005677,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,51,24203,24725,24705,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.997956988005677,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,54,25489,25975,25993,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.997567442586147,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,54,25489,25975,25993,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.997567442586147,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,57,27129,27661,27630,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.989753939533466,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,57,27129,27661,27630,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.989753939533466,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,58,27719,28225,28253,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9980629693523326,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,58,27719,28225,28253,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9980629693523326,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,60,28686,29162,29206,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9506272230845793,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,60,28686,29162,29206,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9506272230845793,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,62,29887,30441,30394,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9800861820066141,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,62,29887,30441,30394,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9800861820066141,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,67,32400,32937,32897,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9893849825518737,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,67,32400,32937,32897,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9893849825518737,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,69,33357,33929,33912,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9985536573862139,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,69,33357,33929,33912,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9985536573862139,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,74,36081,36655,36616,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9925377904587677,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,74,36081,36655,36616,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9925377904587677,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,75,36864,37448,37464,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9865521819670497,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,75,36864,37448,37464,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9865521819670497,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,76,37318,37927,37854,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9748032491503272,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,76,37318,37927,37854,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.9748032491503272,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,84,41459,42036,42043,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9793294306583321,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,84,41459,42036,42043,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,3,166,True,0.9793294306583321,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,86,42956,43506,43488,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,4,166,False,0.4737815447135133,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_12dfb391,44b6,86,42956,43506,43488,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,4,166,True,0.4737815447135133,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,0,166,349,370,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,1,82,True,0.9971865978807135,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,0,166,349,370,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,1,82,True,0.9971865978807135,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,10,2054,2291,2301,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,1,82,False,0.6689289145968892,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,10,2054,2291,2301,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,1,82,True,0.6689289145968892,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,10,2215,2452,2469,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,False,LEARNED_FILTER,FRAME_CAP,1,82,False,0.4342370725377857,44b6,True,False,1,,True,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,10,2215,2452,2469,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,True,FRAME_CAP,FRAME_CAP,1,82,False,0.4342370725377857,44b6,True,False,1,1,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,13,2862,3098,3112,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.44474048624848106,44b6,True,False,1,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,13,2862,3098,3112,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.44474048624848106,44b6,True,False,1,1,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,13,2891,3147,3144,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.9300581021594118,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,13,2891,3147,3144,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9300581021594118,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,14,3102,3351,3361,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9758493254586935,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,14,3102,3351,3361,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9758493254586935,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,16,3679,3957,3932,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9760352827120552,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,16,3679,3957,3932,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9760352827120552,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,17,3848,4109,4118,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9767801381011634,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,17,3848,4109,4118,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9767801381011634,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,20,4682,4944,4929,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.32905692569848793,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,20,4682,4944,4929,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.32905692569848793,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,25,5958,6252,6236,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.5436803249586653,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,25,5958,6252,6236,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.5436803249586653,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,26,6263,6557,6564,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.983601383521469,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,26,6263,6557,6564,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.983601383521469,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,28,6851,7142,7140,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,False,LEARNED_FILTER,SELECTED,2,82,False,0.9426321764938,44b6,True,False,0,,True,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,28,6851,7142,7140,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,True,True,SELECTED,SELECTED,2,82,True,0.9426321764938,44b6,True,False,0,0,False,False,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7109,7415,7422,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,False,LEARNED_FILTER,FRAME_CAP,2,82,False,0.892184161312406,44b6,True,False,3,,True,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7109,7415,7422,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,True,FRAME_CAP,FRAME_CAP,2,82,False,0.892184161312406,44b6,True,False,3,6,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7133,7441,7432,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,False,LEARNED_FILTER,FRAME_CAP,2,82,False,0.9280152689969798,44b6,True,False,7,,True,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7133,7441,7432,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,True,FRAME_CAP,FRAME_CAP,2,82,False,0.9280152689969798,44b6,True,False,7,4,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7138,7468,7449,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,True,FRAME_CAP,FRAME_CAP,2,82,False,0.9932437453748771,44b6,True,False,4,2,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7138,7468,7449,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,True,FRAME_CAP,FRAME_CAP,2,82,False,0.9932437453748771,44b6,True,False,4,2,False,True,False,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7142,7453,7452,G1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,True,SELECTED,FRAME_CAP,2,82,True,0.9954018070442654,44b6,True,False,2,1,False,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
44b6_267148e4,44b6,29,7142,7453,7452,R1,True,all original eligibility rules and DeepCenter passed,True,True,True,True,False,True,SELECTED,FRAME_CAP,2,82,True,0.9954018070442654,44b6,True,False,2,1,False,True,True,see event_attribution.json and safe_event_attribution.json; unassessed forks remain UNKNOWN,same eligible snapshot; subsequent short-track/smoothing effects reported separately
